   2018      9      8   12.00      1656.00   0.10202E+02   0.00000E+00   0.10202E+02   0.10283E+02   0.10321E+02   0.00000E+00   0.00000E+00   0.74712E+01   0.75049E+01   0.24533E+02  -0.52845E+02  -0.27994E+02   0.82944E-02   0.43478E-03   0.31043E-01       0.21      72.10     0.0000  0.00   0.23129E+00  -0.25260E+01    10.2685    10.2846    10.2916    10.2975    10.3192
   2018      9      9   12.00      1680.00   0.10481E+02   0.00000E+00   0.10481E+02   0.10529E+02   0.10559E+02   0.00000E+00   0.00000E+00   0.74712E+01   0.49178E+01   0.12361E+02  -0.36546E+02  -0.21989E+02   0.72344E-02   0.30584E-03   0.19716E-01       0.22      65.33     0.0000  0.00   0.15425E+00  -0.28320E+01    10.5188    10.5295    10.5345    10.5390    10.5586
   2018      9     10   12.00      1704.00   0.10566E+02   0.00000E+00   0.10566E+02   0.10634E+02   0.10671E+02   0.00000E+00   0.00000E+00   0.74712E+01   0.64495E+01   0.18960E+02  -0.47789E+02  -0.23029E+02   0.60954E-02   0.19150E-03   0.10777E-01       0.22      67.02     0.0000  0.00   0.86779E-01  -0.28192E+01    10.6189    10.6355    10.6434    10.6482    10.6700
   2018      9     11   12.00      1728.00   0.10609E+02   0.00000E+00   0.10609E+02   0.10678E+02   0.10723E+02   0.00000E+00   0.00000E+00   0.74712E+01   0.81531E+01   0.19975E+02  -0.53600E+02  -0.26225E+02   0.44784E-02   0.51144E-04   0.27858E-02       0.22      76.81     0.0000  0.00   0.64672E-01   0.27877E+00    10.6594    10.6802    10.6889    10.6943    10.7223
   2018      9     12   12.00      1752.00   0.10548E+02   0.00000E+00   0.10548E+02   0.10656E+02   0.10696E+02   0.00000E+00   0.00000E+00   0.74712E+01   0.10508E+02   0.28581E+02  -0.59964E+02  -0.26708E+02   0.79045E-02   0.48660E-03   0.32711E-01       0.22      74.84     0.0000  0.00   0.18414E+00   0.42745E+01    10.6365    10.6584    10.6670    10.6724    10.6933
   2018      9     13   12.00      1776.00   0.10458E+02   0.00000E+00   0.10458E+02   0.10551E+02   0.10593E+02   0.00000E+00   0.00000E+00   0.74712E+01   0.94741E+01   0.26636E+02  -0.51426E+02  -0.22076E+02   0.12940E-01   0.11529E-02   0.19399E+00       0.22      60.02     0.0000  0.00   0.61940E+00   0.43135E+01    10.5333    10.5490    10.5624    10.5738    10.5903
   2018      9     14   12.00      1800.00   0.10178E+02   0.00000E+00   0.10178E+02   0.10292E+02   0.10350E+02   0.00000E+00   0.00000E+00   0.74712E+01   0.97612E+01   0.33083E+02  -0.61184E+02  -0.22342E+02   0.15835E-01   0.15426E-02   0.36598E+00       0.22      53.64     0.0000  0.00   0.91252E+00   0.83404E+01    10.2674    10.2859    10.3095    10.3311    10.3457
   2018      9     15   12.00      1824.00   0.95204E+01   0.00000E+00   0.95204E+01   0.97280E+01   0.98776E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.12163E+02   0.45571E+02  -0.86222E+02  -0.30307E+02   0.12017E-01   0.75628E-03   0.17413E+00       0.22      66.21     0.0000  0.00   0.49230E+00   0.89590E+01     9.6685     9.7003     9.7724     9.8518     9.8731
   2018      9     16   12.00      1848.00   0.90829E+01   0.00000E+00   0.90829E+01   0.92017E+01   0.92642E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.12385E+02   0.30886E+02  -0.82855E+02  -0.38868E+02   0.49633E-02   0.14747E-03   0.80436E-02       0.22      88.57     0.0000  0.00   0.95724E-01   0.13558E+01     9.1726     9.2062     9.2185     9.2262     9.2628
   2018      9     17   12.00      1872.00   0.91442E+01   0.00000E+00   0.91442E+01   0.92256E+01   0.92841E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.11975E+02   0.18978E+02  -0.74052E+02  -0.35481E+02   0.24669E-02   0.16852E-04   0.31354E-03       0.22      89.08     0.0000  0.00   0.68466E-02   0.54574E+00     9.2024     9.2294     9.2383     9.2455     9.2841
   2018      9     18   12.00      1896.00   0.88854E+01   0.00000E+00   0.88854E+01   0.89757E+01   0.90327E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.14926E+02   0.21403E+02  -0.71826E+02  -0.31266E+02   0.32370E-02   0.25872E-04   0.94224E-03       0.23      71.50     0.0000  0.00   0.32311E-01   0.18968E+00     8.9499     8.9800     8.9903     8.9974     9.0324
   2018      9     19   12.00      1920.00   0.85497E+01   0.00000E+00   0.85497E+01   0.86496E+01   0.87041E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.15257E+02   0.20992E+02  -0.64502E+02  -0.28418E+02   0.49823E-02   0.68323E-04   0.38540E-02       0.23      60.20     0.0000  0.00   0.85422E-01   0.43591E+00     8.6234     8.6527     8.6656     8.6719     8.7031
   2018      9     20   12.00      1944.00   0.83358E+01   0.00000E+00   0.83358E+01   0.84332E+01   0.84913E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.10667E+02   0.19490E+02  -0.64183E+02  -0.31105E+02   0.45270E-02   0.58607E-04   0.30657E-02       0.23      70.93     0.0000  0.00   0.66285E-01   0.10830E+01     8.4072     8.4361     8.4487     8.4556     8.4905
   2018      9     21   12.00      1968.00   0.82174E+01   0.00000E+00   0.82174E+01   0.83173E+01   0.83852E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.11357E+02   0.21410E+02  -0.83414E+02  -0.38198E+02   0.32509E-02   0.21158E-04   0.55203E-03       0.23      92.05     0.0000  0.00   0.37152E-01  -0.11995E+00     8.2872     8.3228     8.3340     8.3425     8.3852
   2018      9     22   12.00      1992.00   0.79122E+01   0.00000E+00   0.79122E+01   0.80132E+01   0.80831E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.12704E+02   0.19682E+02  -0.90764E+02  -0.40406E+02   0.26191E-02   0.17307E-04   0.26327E-03       0.23      93.42     0.0000  0.00   0.20594E-01  -0.38363E+00     7.9837     8.0183     8.0295     8.0382     8.0831
   2018      9     23   12.00      2016.00   0.76509E+01   0.00000E+00   0.76509E+01   0.77437E+01   0.78119E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.12675E+02   0.15273E+02  -0.88750E+02  -0.39983E+02   0.20997E-02   0.12459E-04   0.87945E-04       0.23      91.62     0.0000  0.00   0.11599E-01  -0.27038E+00     7.7177     7.7480     7.7580     7.7664     7.8119
   2018      9     24   12.00      2040.00   0.72813E+01   0.00000E+00   0.72813E+01   0.73995E+01   0.74755E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.15324E+02   0.22303E+02  -0.93405E+02  -0.40088E+02   0.29560E-02   0.22655E-04   0.65920E-03       0.23      87.80     0.0000  0.00  -0.29961E-04  -0.80840E+00     7.3646     7.4053     7.4194     7.4289     7.4753
   2018      9     25   12.00      2064.00   0.69062E+01   0.00000E+00   0.69062E+01   0.70191E+01   0.70837E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.12349E+02   0.21775E+02  -0.69701E+02  -0.35455E+02   0.53261E-02   0.14780E-03   0.71634E-02       0.23      74.49     0.0000  0.00  -0.16470E-02  -0.28463E+01     6.9917     7.0206     7.0360     7.0448     7.0822
   2018      9     26   12.00      2088.00   0.72411E+01   0.00000E+00   0.72411E+01   0.72591E+01   0.72991E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.19079E+01   0.47295E+01  -0.20263E+02  -0.22220E+02   0.44976E-02   0.57988E-04   0.38487E-02       0.24      55.65     0.0000  0.00   0.49279E-01  -0.85646E+00     7.2524     7.2575     7.2627     7.2678     7.2990
   2018      9     27   12.00      2112.00   0.76331E+01   0.00000E+00   0.76331E+01   0.76703E+01   0.77076E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.46986E+01   0.88624E+01  -0.31290E+02  -0.20247E+02   0.53930E-02   0.82390E-04   0.57179E-02       0.24      56.22     0.0000  0.00   0.10103E+00   0.10612E+01     7.6595     7.6697     7.6767     7.6817     7.7075
   2018      9     28   12.00      2136.00   0.75719E+01   0.00000E+00   0.75719E+01   0.76678E+01   0.77301E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.93416E+01   0.17919E+02  -0.69242E+02  -0.30487E+02   0.37361E-02   0.28243E-04   0.12455E-02       0.24      78.05     0.0000  0.00   0.40609E-01  -0.52151E+00     7.6388     7.6720     7.6845     7.6921     7.7300
   2018      9     29   12.00      2160.00   0.71579E+01   0.00000E+00   0.71579E+01   0.73006E+01   0.73758E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.12830E+02   0.24965E+02  -0.89657E+02  -0.36504E+02   0.45381E-02   0.67420E-04   0.34735E-02       0.24      83.70     0.0000  0.00   0.27785E-02  -0.20225E+01     7.2621     7.3051     7.3242     7.3328     7.3737
   2018      9     30   12.00      2184.00   0.68479E+01   0.00000E+00   0.68479E+01   0.69518E+01   0.70144E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.83128E+01   0.18153E+02  -0.66071E+02  -0.31855E+02   0.49372E-02   0.97863E-04   0.49486E-02       0.24      70.03     0.0000  0.00  -0.80830E-02  -0.24335E+01     6.9240     6.9534     6.9694     6.9773     7.0135
   2018     10      1   12.00      2208.00   0.68479E+01   0.00000E+00   0.68479E+01   0.69254E+01   0.69852E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.54350E+01   0.94795E+01  -0.53033E+02  -0.29016E+02   0.43150E-02   0.47445E-04   0.25683E-02       0.24      69.46     0.0000  0.00   0.30472E-01  -0.14913E+01     6.9020     6.9260     6.9401     6.9472     6.9850
   2018     10      2   12.00      2232.00   0.68532E+01   0.00000E+00   0.68532E+01   0.69289E+01   0.69914E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.49973E+01   0.78573E+01  -0.62157E+02  -0.31357E+02   0.22190E-02   0.13390E-04   0.49139E-03       0.24      77.24     0.0000  0.00   0.22028E-01  -0.28049E+00     6.9068     6.9313     6.9412     6.9489     6.9914
   2018     10      3   12.00      2256.00   0.66855E+01   0.00000E+00   0.66855E+01   0.67837E+01   0.68492E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.82911E+01   0.10802E+02  -0.73292E+02  -0.30290E+02   0.23788E-02   0.15692E-04   0.68341E-03       0.24      68.25     0.0000  0.00   0.21471E-01   0.44098E+00     6.7558     6.7875     6.7998     6.8079     6.8491
   2018     10      4   12.00      2280.00   0.60245E+01   0.00000E+00   0.60245E+01   0.61668E+01   0.62412E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.15022E+02   0.15982E+02  -0.80701E+02  -0.29158E+02   0.48207E-02   0.59289E-04   0.34557E-02       0.25      49.26     0.0000  0.00   0.77456E-01   0.99759E+00     6.1275     6.1695     6.1925     6.2013     6.2398
   2018     10      5   12.00      2304.00   0.52740E+01   0.00000E+00   0.52740E+01   0.54238E+01   0.55159E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.13823E+02   0.17611E+02  -0.82420E+02  -0.31776E+02   0.40727E-02   0.30929E-04   0.18341E-02       0.25      49.31     0.0000  0.00   0.49571E-01   0.88649E+00     5.3757     5.4272     5.4546     5.4654     5.5155
   2018     10      6   12.00      2328.00   0.44824E+01   0.00000E+00   0.44824E+01   0.46719E+01   0.48049E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.19065E+02   0.19904E+02  -0.99613E+02  -0.39017E+02   0.40293E-02   0.29671E-04   0.19919E-02       0.25      63.95     0.0000  0.00   0.27198E-01   0.14340E+01     4.6105     4.6708     4.7128     4.7324     4.8042
   2018     10      7   12.00      2352.00   0.36166E+01   0.00000E+00   0.36166E+01   0.38613E+01   0.42567E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.21011E+02   0.22497E+02  -0.10675E+03  -0.39682E+02   0.38518E-02   0.73348E-05   0.16753E-02       0.25      72.20     0.0000  0.00  -0.12785E-02   0.13769E+01     3.7559     3.8255     3.9024     4.0605     4.2566
   2018     10      8   12.00      2376.00   0.25859E+01   0.00000E+00   0.25859E+01   0.32503E+01   0.42726E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.11602E+02   0.12781E+02  -0.76601E+02  -0.34760E+02   0.28747E-02   0.52914E-07   0.58012E-03       0.25      69.80     0.0000  0.00   0.92890E-02   0.52905E+00     2.6603     2.8846     3.8405     4.1114     4.2726
   2018     10      9   12.00      2400.00   0.23842E+01   0.00000E+00   0.23842E+01   0.31465E+01   0.42563E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.93223E+01   0.90342E+01  -0.55625E+02  -0.30865E+02   0.35771E-02   0.11606E-06   0.99175E-03       0.25      61.99     0.0000  0.00   0.40308E-01   0.52718E+00     2.4418     2.5565     4.0654     4.1271     4.2563
   2018     10     10   12.00      2424.00   0.21559E+01   0.00000E+00   0.21559E+01   0.32192E+01   0.42620E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.64175E+01   0.69813E+01  -0.56537E+02  -0.30284E+02   0.25285E-02   0.67317E-07   0.72247E-03       0.25      62.74     0.0000  0.00   0.10095E-01  -0.32927E+00     2.2433     2.9273     4.0970     4.1458     4.2620
   2018     10     11   12.00      2448.00   0.23487E+01   0.00000E+00   0.23487E+01   0.26294E+01   0.30205E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.25039E+02   0.29382E+02  -0.11548E+03  -0.46914E+02   0.59787E-02   0.13205E-03   0.11894E-01       0.25      59.39     0.0000  0.00  -0.36972E-01  -0.34960E+01     2.5411     2.6093     2.6684     2.7750     3.0195
   2018     10     12   12.00      2472.00   0.11166E+01   0.00000E+00   0.11166E+01   0.13720E+01   0.15288E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.25733E+02   0.36158E+02  -0.11284E+03  -0.44338E+02   0.74582E-02   0.33578E-03   0.24210E-01       0.26      44.85     0.0000  0.00  -0.13746E+00  -0.43269E+01     1.3216     1.3756     1.4015     1.4219     1.5255
   2018     10     13   12.00      2496.00   0.42450E+00   0.00000E+00   0.42450E+00   0.55354E+00   0.15385E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.12980E+02   0.19466E+02  -0.57853E+02  -0.22427E+02   0.57478E-02   0.79278E-04   0.95526E-02       0.26      33.99     0.0000  0.00  -0.46122E-01  -0.28911E+01     0.5087     0.5372     0.5591     0.6286     1.5376
   2018     10     14   12.00      2520.00   0.48709E+00   0.00000E+00   0.48709E+00   0.57102E+00   0.23984E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.53818E+01   0.49501E+01  -0.27859E+02  -0.17625E+02   0.47674E-02   0.97263E-05   0.44863E-02       0.26      39.78     0.0000  0.00   0.38156E-01  -0.20388E+01     0.5185     0.5307     0.5423     0.7261     2.3984
   2018     10     15   12.00      2544.00   0.60060E+00   0.00000E+00   0.60060E+00   0.79797E+00   0.37335E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.37580E+01   0.33883E+01  -0.31773E+02  -0.10970E+02   0.41524E-02   0.15649E-09   0.24044E-02       0.26      45.60     0.0000  0.00   0.24442E-01  -0.15457E+01     0.6333     0.6473     0.6636     1.4973     3.7335
   2018     10     16   12.00      2568.00   0.52341E+00   0.00000E+00   0.52341E+00   0.76998E+00   0.43887E+01   0.00000E+00   0.00000E+00   0.74712E+01   0.46735E+01   0.75703E+01  -0.42394E+02  -0.13272E+02   0.52819E-02   0.24207E-06   0.57505E-02       0.26      40.15     0.0000  0.00   0.58476E-01  -0.22022E+01     0.5774     0.5981     0.6195     1.5834     4.3887
   2018     10     17   12.00      2592.00   0.49205E+00   0.00000E+00   0.49205E+00   0.65256E+00   0.40516E+01   0.00000E+00   0.00000E+00   0.74712E+01  -0.83863E+00   0.24986E+01  -0.34356E+02  -0.21430E+02   0.59517E-02   0.51659E-05   0.80968E-02       0.26      36.51     0.0000  0.00   0.12151E+00  -0.69593E+00     0.5388     0.5579     0.5763     1.0556     4.0516
   2018     10     18   12.00      2616.00   0.64429E+00   0.00000E+00   0.64429E+00   0.78193E+00   0.29934E+01   0.00000E+00   0.00000E+00   0.74712E+01  -0.18161E+01  -0.17733E+01  -0.40267E+02  -0.24275E+02   0.50132E-02   0.14629E-04   0.49205E-02       0.26      44.75     0.0000  0.00   0.92959E-01   0.80821E+00     0.6900     0.7118     0.7581     1.0522     2.9934
   2018     10     19   12.00      2640.00   0.39138E-01   0.00000E+00   0.11127E+00   0.64197E+00   0.42635E+01   0.00000E+00  -0.72134E-01   0.74712E+01   0.10065E+01   0.37345E+01  -0.55137E+02  -0.13107E+02   0.37186E-02   0.18561E-15   0.95189E-03       0.30      45.29     0.0000  0.00   0.44643E-01   0.14827E+00     0.1550     0.1983     0.8632     1.9887     4.2635
   2018     10     20   12.00      2664.00  -0.59150E+00   0.00000E+00  -0.64954E-11   0.64634E+00   0.42236E+01   0.00000E+00  -0.59150E+00   0.74712E+01   0.34840E+01   0.53133E+01  -0.56994E+02  -0.12141E+02   0.54915E-02   0.42455E-13   0.25917E-02       0.40      32.03     0.0000  0.00   0.52739E-01  -0.60290E+00     0.0124     0.0262     0.7936     2.8314     4.2236
   2018     10     21   12.00      2688.00  -0.41137E+00   0.00000E+00  -0.64971E-11   0.67893E+00   0.41807E+01   0.00000E+00  -0.41137E+00   0.74712E+01   0.13804E+00   0.26395E+01  -0.50974E+02  -0.10807E+02   0.59897E-02   0.48030E-11   0.38273E-02       0.40      24.92     0.0000  0.00   0.47961E-01   0.48264E+00     0.0113     0.0231     0.6282     3.2534     4.1807
   2018     10     22   12.00      2712.00  -0.31077E-01   0.00000E+00   0.69256E-01   0.40391E+00   0.32847E+01   0.00000E+00  -0.10033E+00   0.74712E+01  -0.24024E+01   0.24632E+01  -0.40303E+02  -0.35621E+02   0.10065E-01   0.14390E-03   0.38911E-01       0.35      29.42     0.0000  0.00   0.20140E+00   0.23971E+01     0.0969     0.1196     0.1705     1.7570     3.2846
   2018     10     23   12.00      2736.00   0.17729E+00   0.00000E+00   0.27599E+00   0.38100E+00   0.93093E+00   0.00000E+00  -0.98704E-01   0.74712E+01   0.11236E+02   0.12939E+02  -0.51945E+02  -0.39268E+02   0.79073E-02   0.29497E-03   0.30253E-01       0.31      40.21     0.0000  0.00   0.57581E-01   0.33878E+01     0.3443     0.3725     0.3928     0.4323     0.9308
   2018     10     24   12.00      2760.00  -0.10415E+01   0.00000E+00  -0.60841E-03   0.41897E-01   0.54015E+00   0.00000E+00  -0.10409E+01   0.74712E+01   0.35099E+02   0.37082E+02  -0.10928E+03  -0.30234E+02   0.95417E-02   0.17157E-03   0.26792E-01       0.40      46.28     0.0000  0.00  -0.36118E-01   0.30184E+01     0.0193     0.0338     0.0465     0.0752     0.5401
   2018     10     25   12.00      2784.00  -0.21651E+01   0.00000E+00  -0.62995E-11   0.10663E+00   0.17830E+01   0.00000E+00  -0.21651E+01   0.74712E+01   0.38688E+02   0.29245E+02  -0.10530E+03  -0.10341E+02   0.49796E-02   0.51176E-05   0.34249E-02       0.40      45.78     0.0000  0.00   0.32520E-01   0.41190E+00     0.0133     0.0285     0.0861     0.4109     1.7830
   2018     10     26   12.00      2808.00  -0.35897E+01   0.00000E+00  -0.65874E-11   0.29859E+00   0.29847E+01   0.00000E+00  -0.35897E+01   0.74712E+01   0.32524E+02   0.24054E+02  -0.93948E+02  -0.74419E+01   0.39934E-02   0.51904E-15   0.44680E-03       0.40      41.99     0.0000  0.00   0.81624E-02  -0.48463E-01     0.0153     0.0651     0.2939     1.2218     2.9847
   2018     10     27   12.00      2832.00  -0.48973E+01   0.00000E+00  -0.73513E-11   0.50296E+00   0.37133E+01   0.00000E+00  -0.48973E+01   0.74712E+01   0.31097E+02   0.18763E+02  -0.87230E+02  -0.69754E+01   0.56861E-02   0.20876E-17   0.44905E-03       0.40      46.04     0.0000  0.00   0.35900E-02   0.15268E+00     0.0483     0.1231     0.5848     1.8798     3.7133
   2018     10     28   12.00      2856.00  -0.57152E+01   0.00000E+00  -0.15674E-10   0.85459E+00   0.41910E+01   0.00000E+00  -0.57152E+01   0.74712E+01   0.25785E+02   0.19144E+02  -0.82299E+02  -0.93212E+01   0.66285E-02   0.21274E-30   0.66693E-17       0.40      47.59     0.0000  0.00   0.11610E-16   0.15544E-14     0.3319     0.4249     0.9140     2.5196     4.1910
   2018     10     29   12.00      2880.00  -0.65716E+01   0.00000E+00  -0.27591E-10   0.11660E+01   0.41907E+01   0.00000E+00  -0.65716E+01   0.74712E+01   0.29214E+02   0.24838E+02  -0.91421E+02  -0.10215E+02   0.92831E-02   0.65086E-68   0.35904E-57       0.40      38.94     0.0000  0.00   0.64561E-57   0.84085E-55     0.5356     0.7002     1.2368     3.1186     4.1907
